,0,1
234,-73.77879380618391,71.76930049666102
235,-65.51945399855236,65.02267225865083
236,-72.07202777710098,72.97050380853064
237,-69.51513494064777,71.80392516420093
238,-69.5642822712333,73.30759444328476
239,-67.63237535566957,72.71437379411604
240,-64.9430116403305,71.23831725532457
241,-66.72130318830558,74.6753927226306
242,-61.49050566262367,70.22189758509312
243,-65.27320621297653,76.06314631925115
244,-64.33106282893696,76.5000831344185
245,-63.069390081580394,76.54068767046724
246,-63.07233651476008,78.12313782696131
247,-68.9887051612464,87.2216124614321
248,-62.7036882693594,80.9257660464448
249,-61.67128320170159,81.25883762044715
250,-59.65812560686624,80.26043423245225
251,-60.512689574567936,83.1337281646341
252,-62.381012828522664,87.52680820692197
253,-58.48499588668814,83.82131187578882
254,-57.103971841984325,83.61144034038949
255,-54.23625720686898,81.143056491208
256,-54.879808053456536,83.91011562593508
257,-53.50627352353092,83.62372210954848
258,-55.718388080969,89.02965783130716
259,-50.64387913033437,82.75007310054293
260,-51.118078170348326,85.43206550531838
261,-48.80059501896248,83.44152868485591
262,-52.13209169235167,91.21897147194434
263,-44.14091698624837,79.06113923329671
264,-47.13720687675527,86.44762688200385
265,-47.415417247947545,89.06550055554634
266,-45.810225218941476,88.16455781957293
267,-44.720071366547856,88.21144559158304
268,-46.61168205533671,94.26835534957193
269,-41.57757744443549,86.24741813466603
270,-42.535723347967725,90.53851120780133
271,-39.99160054030909,87.38324137620626
272,-42.19445533796746,94.68755533864434
273,-39.77033288232332,91.70331797938344
274,-40.46690766453701,95.92613812653973
275,-38.88918412639868,94.82291170231933
276,-37.40034059199822,93.8552372108652
277,-35.4065804382307,91.50232763151854
278,-35.295774059031515,93.9982436017473
279,-34.04762742239324,93.50498791847787
280,-33.50176002477362,94.94856014862808
281,-32.9179365829592,96.35401036030036
282,-32.29480482774302,97.71325949467253
283,-30.669639754079874,96.00773017928329
284,-29.2865563151246,94.94320962803452
285,-27.57482291864491,92.67422801377634
286,-27.342917060270246,95.37372403380053
287,-27.54603317175854,99.84027916658137
288,-26.23198978850397,98.92553692521138
289,-24.692009465360947,97.02399408377507
290,-24.038217341590155,98.56864849169028
291,-21.84107580762113,93.6165661668526
292,-21.371357710861055,95.92885082399152
293,-20.874366050678837,98.3201827893123
294,-20.08993634052751,99.5136955903141
295,-18.744133503671307,97.88356583406811
296,-18.539534172731788,102.34527221982418
297,-16.919064803613516,99.0362197764817
298,-16.051127154399275,99.96809453625347
299,-15.172167739039688,100.93192549953537
300,-13.780519976223252,98.3551154731424
301,-13.228346515691076,101.81332009417507
302,-11.826653222531927,98.74345952824972
303,-10.901935425413855,99.43405577022493
304,-9.630738910707851,96.76178951197987
305,-8.958188297967096,100.15747535120033
306,-7.486252319262385,94.32127525113881
307,-7.1346898371018765,102.93234698343097
308,-5.9090126603600295,99.69157119886242
309,-4.96806847373291,100.8879676956144
310,-3.8634740873351596,98.49828536413575
311,-3.000457359669948,102.71325478654535
312,-1.9325258182702072,100.62076312947941
313,-0.9102977522026293,98.90312582009447
314,0.08376128961330906,105.184545396126
315,1.0468050123064219,96.95559978663482
316,2.0378403604488646,97.97627206528624
317,2.9205858946410768,94.80554443287416
318,4.071995462850468,99.75741616621308
319,5.16852217958308,101.66239080248498
320,5.964042430213605,97.97783596941227
321,6.910292546163646,97.44493715126409
322,7.749551314190029,95.70584621725942
323,9.228504058169051,101.3601605746681
324,9.758321161090237,96.48417963609488
325,11.338727213714568,101.91936962707145
326,12.151283455728342,100.10340017586648
327,12.791576675059153,97.23934094286497
328,14.063254544519255,99.2227828769968
329,14.39809858332978,94.75560671895451
330,15.630501335892053,96.36760745367067
331,17.98813257535613,104.29310093060468
332,17.201155990269704,94.10216872163504
333,18.823357829787618,97.45675660751147
334,20.213052244176026,99.30789945692867
335,20.726179176737936,96.86257974509063
336,22.172265522679098,98.78235981544186
337,22.565604149329463,96.03058875579681
338,24.625176978467497,100.28135040948123
339,24.67693877956313,96.3226743873974
340,26.48346727232689,99.23569639964497
341,28.348392563195954,102.11381424784538
342,27.150134564851975,94.13510000825093
343,28.64968640353587,95.72862912341596
344,29.92786957624878,96.47647367809422
345,31.366188254754178,97.65138575307566
346,31.818919518987325,95.76125523942635
347,34.55824559850365,100.63118730741894
348,33.27990329734242,93.8431949527687
349,34.985594482776506,95.60703023804932
350,34.68809178455072,91.93470280919242
351,38.54417223027831,99.14145512562656
352,36.810454387212445,91.94881146456746
353,37.328894004717796,90.60716872592597
354,38.20078555011627,90.15313157400486
355,38.350608501868656,88.0452710255781
356,41.256279737496556,92.18703119043226
357,39.91240656605906,86.8444128760209
358,41.697785801243455,88.38888746447203
359,44.87068937825412,92.70083680277469
360,43.64400790746813,87.9137929609419
361,42.89278953966483,84.27402247439046
362,46.16771835675917,88.50775528399188
363,46.77716038729677,87.53023353433956
364,47.101355816861414,86.05550517242597
365,48.023946974891835,85.69512349315117
366,50.89769250455615,88.73072658600839
367,50.579939756447445,86.16872445627052
368,52.63252072214134,87.64598898117896
369,52.48145401601775,85.44665136061312
370,53.91436024137238,85.84276916825719
371,55.574518446251325,86.55218432216816
372,55.55456411222924,84.64719719519157
373,53.65233097482065,79.99338636117098
374,54.92741264361333,80.1501424693557
375,54.37240090472521,77.66322613176595
376,56.64100619844466,79.20579690764166
377,56.569435763482744,77.45682202302852
378,58.99902765865706,79.11025211879772
379,61.311933515474685,80.51873662100938
380,62.73024675588662,80.69426867183333
381,60.336587842302606,76.03364698842553
382,62.23044520984557,76.82967399245405
383,65.12101401083069,78.77455418306313
384,65.53249953503907,77.67730085653277
385,66.19854856919451,76.89331185837314
386,62.62237850922236,71.28510203722139
387,68.53711553871014,76.46222317208468
388,65.23381433239761,71.32879990823128
389,72.75263646448049,77.96999885730112
390,68.30658743022504,71.75300600598622
391,68.3243177321779,70.34935192121026
392,69.31183562716728,69.95271284771418
393,68.25831467320097,67.52532527821771
394,74.10855278060453,71.86071646241459
395,69.99554956811377,66.5273723231296
396,76.26353419950244,71.04683848308018
397,75.04522366497523,68.52300825071775
398,74.39856802244043,66.58058267406905
399,74.12069707968469,65.0088841249378
400,74.13198849697267,63.71856912268051
401,74.55546136043905,62.79719880396191
402,78.74378388078996,64.99008790231703
403,75.27850069636264,60.87481589179118
404,79.96148589691856,63.349821019308365
405,75.16594045853851,58.33665566838604
406,82.65904613544144,62.837770500356086
407,74.03484598490525,55.12218720714173
408,73.97323961810159,53.934978575229465
409,84.9740548177879,60.663743066774785
410,86.25902541738904,60.28805990587811
411,83.95904587683027,57.43947367758838
412,81.1303906386709,54.32131108796476
413,80.84357085183252,52.96615690733619
414,83.95025873492769,53.80947575710343
415,86.8676389925845,54.461625877526494
416,86.63645172185944,53.11726021145791
417,83.53686373042028,50.074470746102094
418,86.74128656981412,50.823195495933355
419,86.33633870819547,49.432892107992366
420,91.57678482351027,51.22427274177221
421,86.43886577931494,47.22176759451297
422,84.96644346844181,45.320093807986865
423,84.71120630967958,44.101572629342115
424,87.8718970543723,44.635927021047074
425,91.53705780139342,45.35192261652544
426,90.27776784264168,43.60913306894551
427,88.12435856883685,41.487231993039224
428,89.57270099734016,41.07992380776576
429,92.30445770108297,41.22063670899132
430,90.17580887172109,39.19322043568555
431,95.44826100844143,40.35487749471913
432,94.59296106371805,38.88290158404326
433,96.64048506456665,38.59943914219844
434,94.62427436035408,36.701270222797426
435,95.72307383962615,36.03043796117559
436,92.72997874436082,33.8490845667113
437,90.61454717555638,32.05370702281011
438,100.08671546865942,34.28218895741927
439,91.78973906559631,30.418147034635656
440,93.54402478944728,29.964724075751136
441,89.5537314297687,27.70221541903209
442,97.49390886834657,29.093429018949525
443,96.33577190909843,27.701767936153672
444,96.92985011018534,26.826124627141024
445,99.15538691741921,26.377468898236224
446,97.28191294030842,24.840150550235943
447,97.50101852283363,23.860127764209818
448,98.9754660190989,23.174448404015013
449,103.45043577916519,23.1335266047927
450,97.58619281583798,20.799759674763852
451,92.56349474638688,18.763549306846905
452,94.8823125270916,18.247750932094075
453,103.24736566176337,18.78787450411224
454,97.21042651828368,16.68683289793275
455,97.99998463192338,15.81518467195876
456,102.97016060141101,15.562417675991917
457,101.88990476332086,14.358518460476644
458,96.22191338368923,12.579794889040988
459,100.0925149914731,12.069089117484467
460,103.18485955402083,11.396336897825872
461,98.74021317122262,9.907066910182106
462,100.00745742272035,9.025051977067788
463,102.95042755711553,8.253649507422349
464,97.49520437790069,6.83583314959705
465,95.64554067354273,5.745628850341626
466,96.2400419499874,4.816016113310889
467,98.53435838973573,3.9434777480960053
468,97.13376011111974,2.9148873220026625
469,101.87649316991387,2.037801577521073
470,99.18176418227903,0.991850703733328
471,103.56939569380778,0.0
472,103.69835884673533,-0.3303122440826003
473,103.88365870023442,-1.3698173337982227
474,102.33910275863477,-2.37318879176039
475,97.20890903081808,-3.2270922212501447
476,95.07030994381053,-4.108194743852744
477,100.44095566093533,-5.347025700605097
478,102.6551215789349,-6.49494112285925
479,101.08156283540231,-7.410921138064302
480,100.13508188254207,-8.349034305279007
481,102.01007294668884,-9.533450547970782
482,106.39978378562391,-11.018025894723015
483,99.35193207514939,-11.293446646479913
484,99.43983442853448,-12.3118656023676
485,96.53284559083914,-12.933319088399928
486,103.19043648835202,-14.877164282555594
487,95.93749212775779,-14.812256032017562
488,95.78648497494129,-15.77118880024443
489,95.82961465045754,-16.764221279635958
490,93.83145912600811,-17.383425426500597
491,96.24948327760866,-18.828804718342205
492,97.99442683831572,-20.18963351499448
493,94.3318261589511,-20.420456858331715
494,90.65600212178917,-20.575867111435702
495,99.72256312160837,-23.684688841816133
496,94.83011049862519,-23.526915255040095
497,94.69287800749463,-24.500615779057657
498,97.7878160955006,-26.34747676794904
499,98.6960058100536,-27.653679196407182
500,97.5272226416486,-28.381025617278635
501,92.90588553535899,-28.046898664413884
502,93.42531242825777,-29.22622269000945
503,93.50419992278006,-30.280704446166034
504,95.32941397964146,-31.928515414994926
505,91.46381689850499,-31.654509777119156
506,89.74774315692069,-32.06909588935225
507,92.10447403141065,-33.95361851004459
508,96.46247756124075,-36.659969229943435
509,93.13568619177417,-36.465620571366216
510,93.75481062482504,-37.79358607841713
511,96.65727700102008,-40.0918268127752
512,88.02921758253989,-37.54912585726315
513,93.08995470643151,-40.81282310094061
514,90.05255500498656,-40.559539761720295
515,93.2343255772744,-43.11919362827012
516,92.74124118981815,-44.02219582203285
517,91.70984876742854,-44.661752364289384
518,88.55056970535817,-44.22412531255266
519,93.28162943748754,-47.75829272170174
520,87.16500211112088,-45.73253234362666
521,91.20010299896595,-49.01883877549804
522,91.11500594009173,-50.153859966769865
523,89.31158492934884,-50.33137642617757
524,86.39847662934916,-49.83456438230732
525,85.02399902277737,-50.18149129904586
526,83.56104904545417,-50.45146736705814
527,85.09995161777213,-52.548919016473974
528,85.52928327640821,-54.00282780715224
529,83.3293399968393,-53.78673257608741
530,87.27424852531726,-57.57748985865381
531,85.68407414992176,-57.766387737046195
532,81.94230877349926,-56.443763769098545
533,84.64635747742076,-59.56316563901939
534,81.23757984431198,-58.38778285647798
535,80.32621479924013,-58.95982285040001
536,78.51585157424316,-58.84815499003501
537,78.74126752802947,-60.25618385177322
538,78.68451481516993,-61.47003630200039
539,78.15149010271779,-62.32205642480691
540,78.08053867088354,-63.55313003803964
541,79.18534136757305,-65.77968374825018
542,74.6646037573764,-63.29678117728273
543,74.0677815422503,-64.07473927906113
544,77.93998284037544,-68.79912757606617
545,71.41813091013186,-64.3241890440529
546,75.8370264047791,-69.69025282669884
547,72.2452008240868,-67.73449470534356
548,72.10466832408312,-68.97047103810593
549,77.02538778272957,-75.16659654441791
550,70.27744891997243,-69.96710737500047
551,69.53423875539532,-70.6257064634584
552,67.06391531667234,-69.49313133241989
553,70.04573864947774,-74.05080076510593
554,66.93714831977745,-72.1971394186569
555,68.22542876950222,-75.0787434130356
556,67.74007230410955,-76.05907648643554
557,65.18038527682853,-74.67535429525618
558,66.95077639679822,-78.26991881575202
559,63.690282118165044,-75.98343438586687
560,65.33935960824004,-79.55333777759557
561,62.06057605973739,-77.12092140343547
562,62.669720468950786,-79.49246936338582
563,62.81875496393348,-81.34151712747826
564,59.60278696151791,-78.79363690444961
565,58.5642506474969,-79.05145417737484
566,59.32405399622398,-81.77415994251542
567,55.396417735384446,-77.98922816001617
568,56.579976816647275,-81.36685965977273
569,57.50704120524804,-84.49022982607427
570,54.03674770691578,-81.1239317283238
571,53.78902208858493,-82.5289626607665
572,53.8602903253783,-84.47305154497279
573,52.68699976161622,-84.48486366360964
574,52.725587798509316,-86.4604745516546
575,50.696072700064406,-85.03386145196781
576,51.98095363423394,-89.20516469716475
577,47.859200439411936,-84.05287034821406
578,47.781964010925186,-85.90379761945913
579,48.76441933525175,-89.77174081563616
580,49.4624693291039,-93.26850353249522
581,44.39274340144864,-85.77012964365117
582,44.98897075097954,-89.09339965435461
583,43.138829182489445,-87.5956436378722
584,43.17779130612642,-89.93274271028153
585,43.40315507643698,-92.76847709132743
586,41.283678614075335,-90.58747987406642
587,41.371275053322364,-93.2394077846039
588,41.65762588838752,-96.47572181743654
589,40.0630537474903,-95.39275790948392
590,36.56585628375496,-89.56402135321676
591,36.56123105330614,-92.17614485809153
592,36.12980280191417,-93.815053856881
593,33.42044240020323,-89.43650953150802
594,33.45407369323029,-92.33204414530212
595,34.437094125676055,-98.09706171018414
596,32.45753086216348,-95.50327410661389
597,30.123205367799255,-91.6322642062126
598,29.823289609030482,-93.87384735135808
599,29.275572941674035,-95.44703911933217
600,30.044262518735856,-101.5650802961984
601,27.15932706055548,-95.30605800332354
602,27.61732462334291,-100.72409490163112
603,25.240374649153054,-95.80157987931804
604,24.771264924102972,-97.98809200361644
605,24.018682025645525,-99.17447395472254
606,22.431182537553532,-96.8427436186186
607,21.213971954394992,-95.94206512655096
608,21.043267335726505,-99.89863273260984
609,19.123502710614215,-95.51049985653115
610,18.01075964765271,-94.87155155428263
611,18.29255479853292,-101.90695809297392
612,16.40650569798324,-96.96605118045878
613,16.114302921066525,-101.39296355035408
614,15.292487362081255,-102.84636149829187
615,13.752734090577285,-99.30755141915884
616,12.255599608919933,-95.5168415537159
617,11.605091301099202,-98.2181207293404
618,10.575514784299429,-97.89574823730867
619,9.356975691876517,-95.55518790243792
620,8.804162736741224,-100.23425397670421
621,7.473255477819473,-96.09775143045444
622,6.490066648190164,-95.84494407871401
623,5.614886176564139,-97.35416675415468
624,4.495607935273714,-94.35232773825771
625,3.7325701945557577,-99.19459906660433
626,2.8103669032233136,-101.75838226033915
627,1.7174567330813035,-97.51162690508
628,0.7400492844207547,-97.23204406312176
629,-0.5768447303010117,-46.55873198582246
630,-1.568752041744077,-48.417808167221544
631,-2.6451560333127473,-50.44449426720661
632,-3.762633982951934,-51.88717111648326
633,-5.023369749455375,-54.21716843297176
634,-5.486665927151159,-48.6128197085526
635,-7.030848493837864,-52.79687332752285
636,-7.417494918158623,-48.2973799240318
637,-8.367957128576743,-48.059333859113444
638,-9.184520750154434,-47.1488698474977
639,-10.86619421447334,-50.39015074175585
640,-11.56443980875138,-48.86423019581338
641,-13.76953064420784,-53.393406812829014
642,-13.822678710793179,-49.48480040366162
643,-14.273064567013892,-47.416240855611925
644,-16.692413920448836,-51.68511817833458
645,-16.611043822871558,-48.120570129353254
646,-17.249025679577677,-46.90572620512599
647,-19.31931063638573,-49.45881668189036
648,-20.02758081408952,-48.39329748416778
649,-19.198563738448872,-43.88499617002803
650,-22.125126576623448,-47.94014235696825
651,-20.63180725611515,-42.45184979566523
652,-22.062779093590805,-43.17780858086619
653,-22.586934168326458,-42.103612299515795
654,-23.579422520252358,-41.919020451102945
655,-27.743909799371014,-47.09296771355014
656,-27.71057417680893,-44.95572274031093
657,-29.73720066179187,-46.15111110027493
658,-28.83383872580251,-42.84239505341519
659,-29.070376163455002,-41.38245034510039
660,-29.954734781185387,-40.87820433973779
661,-30.744460206524565,-40.24244809297691
662,-31.583331372549633,-39.67007548745655
663,-31.950710132814553,-38.5245207611249
664,-31.799682989070448,-36.81834973671559
665,-35.08308913258212,-39.014631992986736
666,-32.128931185819866,-34.32326079545012
667,-33.60737108974991,-34.49335589193465
668,-34.168173128188506,-33.69375507915374
669,-33.77769721557493,-32.00182296010666
670,-36.7625334381022,-33.460275313203695
671,-41.726222982014676,-36.47931854677336
672,-40.96577079716159,-34.393610242479866
673,-39.00656849890531,-31.44048853024348
674,-37.177048698606505,-28.758532447738393
675,-33.48728106821665,-24.849947456487058
676,-41.20708153880156,-29.319141808807416
677,-38.69260031985797,-26.380663918806412
678,-41.336018936378274,-26.988060502137962
679,-42.659939745446955,-26.651075346067678
680,-43.39620359621834,-25.919110216454147
681,-36.25392363206734,-20.68101399745013
682,-44.44076583238454,-24.186278431614735
683,-47.56323618176526,-24.665733040982825
684,-40.63834631235195,-20.05367186675039
685,-45.62862258219324,-21.392356552269632
686,-49.31108841300789,-21.926847601551533
687,-45.60954994137513,-19.197841020657275
688,-42.400847320409696,-16.857184597135326
689,-49.03028980568076,-18.366042494022345
690,-48.31713738962322,-17.005020506813977
691,-44.66268132577789,-14.721837137092313
692,-47.22379445812604,-14.52566396127231
693,-54.65781144124388,-15.62288419479346
694,-46.82087861887685,-12.375549532431418
695,-51.24455833617709,-12.453930539021218
696,-50.969381609222765,-11.312538049081756
697,-50.853584250586806,-10.224238790949839
698,-53.46001471826289,-9.640156485664818
699,-51.045847452965646,-8.154357066313972
700,-51.90625310898933,-7.230436001445578
701,-50.637804953772964,-6.024067539512006
702,-46.787205459871295,-4.619124914591925
703,-49.92000592558881,-3.9221358806751687
704,-49.25011749454133,-2.8798442024929574
705,-51.71106349174071,-1.9870618792596952
706,-49.87227951090786,-0.9181200232251803
707,-44.8096567597323,0.07136632103710094
708,-47.92023502662169,1.0348858758619828
709,-51.468396464014425,2.1419424777194522
710,-52.84512680854782,3.25899379810299
711,-41.48479931654993,3.392386316744722
712,-44.720623661402506,4.558982151115672
713,-52.44028887030536,6.407965153895537
714,-47.85063397108052,6.82094245649013
715,-53.97962989653876,8.799436134278098
716,-49.59685574598684,9.106746427804941
717,-48.2807127450997,9.867065064153376
718,-50.68952202929749,11.419959713118953
719,-46.876768665972335,11.550688651271642
720,-49.43258366020165,13.234468351639833
721,-48.56121737742345,14.04776290438534
722,-45.08044702638587,14.023723020552222
723,-51.335282681294935,17.102754831539198
724,-52.35383391974944,18.61334975978212
725,-50.92392016038251,19.260559315380522
726,-48.855014655884574,19.603593908978038
727,-43.88487449463543,18.636670060741086
728,-44.8389025910644,20.109538429330446
729,-48.58071261562349,22.965445094919705
730,-44.2747563925743,22.023766457119464
